id;bibliographicCitation;institutionCode;collectionCode;basisOfRecord;dynamicProperties;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;sex;lifeStage;preparations;otherCatalogNumbers;associatedReferences;eventDate;year;month;day;fieldNumber;waterBody;country;stateProvince;county;locality;verbatimDepth;minimumDepthInMeters;maximumDepthInMeters;verbatimCoordinates;decimalLatitude;decimalLongitude;coordinatePrecision;identifiedBy;dateIdentified;typeStatus;scientificNameID;scientificName;scientificNameAuthorship
92;;SAMC;ZM;HumanObservation;;SAMC-ZM-001114;"Complete skull, mandible, nails, flipper, baculum, vibrissa and ear; Adult; no flipper, no vibrissae, February 1976; cupboard No. 1";;Rand RW;;M;;;SAM-ZM034682;;1946-10-29T12:00:00Z;1946;10;29;No. 903;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
93;;SAMC;ZM;HumanObservation;;SAMC-ZM-000654;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034648;;1948-03-15T12:00:00Z;1948;3;15;No. 2863;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
94;;SAMC;ZM;HumanObservation;;SAMC-ZM-000178;"Skull; 5' 1  long; Died during live cupture attempt";;Best PB;;M;;;SAM-ZM036020;;1969-12-21T12:00:00Z;1969;12;21;69/19;Atlantic;South Africa;;;Hout Bay;;;;;-340.499.992.371;183.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
95;;SAMC;ZM;HumanObservation;;SAMC-ZM-000505;"Skull; Total length 462cm; Found dead with 86/15";;Best PB;;F;;;SAM-ZM040477;;1986-02-28T12:00:00Z;1986;2;28;PBB 86/14;Indian;South Africa;;;2km Mossel Bay side of Kanon Punt;;;;;-342.832.984.924;219.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137122;Mesoplodon densirostris;
96;;SAMC;ZM;HumanObservation;;SAMC-ZM-000782;"Complete skull and mandible; 3 years; cupboard No. 1";;;;M;;;SAM-ZM034678;;1948-10-27T12:00:00Z;1948;10;27;U.G.G.I No. 2963;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
97;;SAMC;ZM;HumanObservation;;SAMC-ZM-001104;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034653;;1948-04-06T12:00:00Z;1948;4;6;U.G.G.I No. 2890;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
98;;SAMC;ZM;HumanObservation;;SAMC-ZM-000939;"Skull; Total length 242cm; Stranded live; N.B. Certain details on data record do not tally with skull! Possible mislabelling)";;Best PB;;M;;;SAM-ZM040035;;1978-03-22T12:00:00Z;1978;3;22;PBB 78/13;Atlantic;South Africa;;;Sunrise Beach, False Bay;;;;;-340.999.984.741;184.832.992.554;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
99;;SAMC;ZM;HumanObservation;;SAMC-ZM-000754;"Skull; 11 months old - time age; see tag 2392 attached";;Rand RW;;;;;SAM-ZM035017;;1956-09-16T00:00:00Z;1956;9;;UGGI 5005;Atlantic;Nambia;;;Cape Cross;;;;;-217.667.007.446;139.666.996.002;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
100;;SAMC;ZM;HumanObservation;;SAMC-ZM-001269;"Skull, mandible and nails; Adult; cupboard No. 3";;Rand RW;;F;;;SAM-ZM034879;;1947-12-31T12:00:00Z;1947;12;31;No. 2737;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
101;;SAMC;ZM;HumanObservation;;SAMC-ZM-000695;"Skull and mandible; Adult; cupboard No.2";;Rand RW;;F;;;SAM-ZM034800;;1949-02-09T12:00:00Z;1949;2;9;U.G.G.I. No. 3073;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
102;;SAMC;ZM;HumanObservation;;SAMC-ZM-001326;Skull (damaged);;;;female?;;;SAM-ZM036283;;1971-02-09T12:00:00Z;1971;2;9;;Atlantic/Antarctic;Antarctica;;;;;;;;-701.667.022.705;-2.5;;;;;urn:lsid:marinespecies.org:taxname:195932;Leptonychotes weddellii;
103;;SAMC;ZM;HumanObservation;;SAMC-ZM-000800;"Whole skeleton; Juvenile";;;;;;;SAM-ZM036355;;;;;;;Atlantic;South Africa;;;Seal Island, False Bay;;;;;-341.166.992.188;185.666.999.817;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
104;;SAMC;ZM;HumanObservation;;SAMC-ZM-000576;Skull;;Rand RW;;F;;;SAM-ZM034930;;1948-11-18T12:00:00Z;1948;11;18;UGGI 2999;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
105;;SAMC;ZM;HumanObservation;;SAMC-ZM-000196;"skull; Total length 160.5cm; Collected at sea";;Best PB;;F;;;SAM-ZM039957;;1981-04-23T12:00:00Z;1981;4;23;PBB 81/9;Atlantic;South Africa;;;;;;;;-314.517.002.106;173.022.003.174;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
106;;SAMC;ZM;HumanObservation;;SAMC-ZM-001169;"Skull and mandible; Cupboard No. 1";;Rand RW;;M;;;SAM-ZM034703;;;;;;No. 3004;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
107;;SAMC;ZM;HumanObservation;;SAMC-ZM-000270;"Skin and skeleton; Skin on display, July 1976";;;;M;;;SAM-ZM000371;;;;;;0/54;Atlantic;South Africa;;;Table Bay;;;;;-338.666.992.188;184.333.000.183;;;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
108;;SAMC;ZM;HumanObservation;;SAMC-ZM-000904;"Mandibles only; Found unnumbered in collection";;;;;;;SAM-ZM035074;;;;;;0/227;Indian;South Africa;;;Buffel's Bay, Kynsna;;;;;-340.833.015.442;229.500.007.629;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
109;;SAMC;ZM;HumanObservation;;SAMC-ZM-000760;Skull;;Rand RW;;F;;;SAM-ZM035023;;1948-11-26T12:00:00Z;1948;11;26;UGGI 3023;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
110;;SAMC;ZM;HumanObservation;;SAMC-ZM-001085;Glanconitic phosphate  deposit;;;;;;;SAM-ZM019934;;;;;;;Atlantic;South Africa;;;40miles northwest of Table Bay in 200 fathoms;;;;;-338.666.992.188;188.666.992.188;;;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
111;;SAMC;ZM;HumanObservation;;SAMC-ZM-000426;"Skull plus one mandible; Been on beach about one week when found";;Best PB;;;;;SAM-ZM041263;;1990-12-11T12:00:00Z;1990;12;11;VA/149;Atlantic;Nambia;;;100m north of Pumpa Station, Walvis Bay;;;;;-228.999.996.185;144.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:343900;Hyperoodon planifrons;
112;;SAMC;ZM;HumanObservation;;SAMC-ZM-000264;"Skull and mandibles; Stranded ~ June 1976";;Best PB;;;;;SAM-ZM038946;;1976-07-02T00:00:00Z;1976;;;PBB 76/21;Indian;South Africa;;;Between Arniston and Ryspunt;;;;;-346.333.007.812;202.667.007.446;;Best PB;;;urn:lsid:marinespecies.org:taxname:137107;Stenella coeruleoalba;
113;;SAMC;ZM;HumanObservation;;SAMC-ZM-000802;Skull and skeleton;;Parkington J (UCT);;;;;SAM-ZM036673;;;;;;;Atlantic;South Africa;;;Seal Island, False Bay;;;;;-341.166.992.188;185.666.999.817;;Parkington J (UCT);;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
114;;SAMC;ZM;HumanObservation;;SAMC-ZM-000823;"Skull (damaged), no mandibles; Skull found in hotel lobby";;Best PB;;;;;SAM-ZM035749;;;;;;0/200;Indian;South Africa;;;Blombos, near Still Bay;;;;;-343.499.984.741;21.25;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
115;;SAMC;ZM;HumanObservation;;SAMC-ZM-000824;"Skull (scapulas missing); 19' 3  long; Stranding first reported 31/05/1971";;Best PB;;F;;;SAM-ZM036300;;;;;;71/5;Atlantic;South Africa;;;20 miles north of Laaiplek, St. Hellena Bay;;;;;-324.832.992.554;181.499.996.185;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
116;;SAMC;ZM;HumanObservation;;SAMC-ZM-000085;"Skull; Total length 371cm; Found dead on beach";;Best PB;;F;;;SAM-ZM041100;;1990-06-02T12:00:00Z;1990;6;2;PBB 90/25;Atlantic;South Africa;;;2km south of Yzerfontein harbor;;;;;-333.333.015.442;181.333.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:148727;Globicephala melaena;
117;;SAMC;ZM;HumanObservation;;SAMC-ZM-000354;"Calvarium -rear portion; Trawled up by R.S. Africana 400m depth handed; Handed 28/12/1982 by B. Rose";;Best PB;;;;;SAM-ZM040758;;1982-12-08T12:00:00Z;1982;12;8;82/37;Atlantic;South Africa;;;;;;;;-338.333.015.442;17.05;;Best PB;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus?;
118;;SAMC;ZM;HumanObservation;;SAMC-ZM-000598;"Skull and mandible; Cupboard No. 1";;Rand RW;;F;;;SAM-ZM034759;;1948-03-22T12:00:00Z;1948;3;22;U.G.G.I. No. 2870;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
119;;SAMC;ZM;HumanObservation;;SAMC-ZM-000254;"Whole skeleton; Total length 229.5cm; Found dead";;Best PB;;F;;;SAM-ZM040483;;1984-10-18T12:00:00Z;1984;10;18;PBB 84/31;Atlantic;South Africa;;;Scarborough Beach, Cape Peninsula;;;;;-342.000.007.629;183.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:137107;Stenella coeruleoalba;
120;;SAMC;ZM;HumanObservation;;SAMC-ZM-001034;"Baleen series (left); Total length 352cm; Found floating dead";;Best PB;;F;;;SAM-ZM041383;;1997-10-16T12:00:00Z;1997;10;16;PBB 97/09;Atlantic;South Africa;;;Table Bay docks;;;;;-338.666.992.188;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:231405;Balaenoptera bonaerensis;
121;;SAMC;ZM;HumanObservation;;SAMC-ZM-001144;"Skull and mandible; Cupboard No. 1";;;;M;;;SAM-ZM034690;;1948-04-09T12:00:00Z;1948;4;9;U.G.G.I No. 2895;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
122;;SAMC;ZM;HumanObservation;;SAMC-ZM-001118;"Complete skull and mandible; Cupboard No. 1";;Rand RW;;F;;;SAM-ZM034643;;1948-03-29T12:00:00Z;1948;3;29;U.G.G.I No. 2885;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
123;;SAMC;ZM;HumanObservation;;SAMC-ZM-000251;"Skull; Total length 198.5cm; Found dead";;Best PB;;M;;;SAM-ZM040897;;1987-12-19T12:00:00Z;1987;12;19;PBB 87/37;Indian;South Africa;;;Blombosstrand, near Stilbaai;;;;;-343.833.007.812;211.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137107;Stenella coeruleoalba;
124;;SAMC;ZM;HumanObservation;;SAMC-ZM-000826;"Skull; ~6.1m long; Stranded 04/04/1976";;Best PB;;F;;;SAM-ZM038235;;;;;;76/11;Atlantic;South Africa;;;Stomp neus Point, St. Helena Bay;;;;;-327.000.007.629;179.832.992.554;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
125;;SAMC;ZM;HumanObservation;;SAMC-ZM-000333;"Skull; Total length 2.207m; Washed up dead";;Best PB;;F;;;SAM-ZM406605;;1987-10-28T12:00:00Z;1987;10;28;PBB 87/33;Atlantic;South Africa;;;Between Sunrise Beach and Sandvlei outlet, Muizenberg;;;;;-340.999.984.741;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
126;;SAMC;ZM;HumanObservation;;SAMC-ZM-000693;"Skull and mandible; Cupboard No. 2";;Rand RW;;F;;;SAM-ZM034798;;1948-04-12T12:00:00Z;1948;4;12;U.G.G.I. No. 2897;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
127;;SAMC;ZM;HumanObservation;;SAMC-ZM-000597;"Skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034758;;1948-04-01T12:00:00Z;1948;4;1;U.G.G.I. No. 2887;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
128;;SAMC;ZM;HumanObservation;;SAMC-ZM-000291;"Mandibles; Total length 220cm (from tip of mandible); Entangled in purse seine";;Best PB;;F;;;SAM-ZM040466;;1986-02-18T12:00:00Z;1986;2;18;PBB 86/9;Atlantic;South Africa;;;;;;;;-345.833.015.442;190.832.996.368;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
129;;SAMC;ZM;HumanObservation;;SAMC-ZM-000968;"Skull; Total length 255cm; Already decomposed when found";;Best PB;;F;;;SAM-ZM039928;;1978-04-20T12:00:00Z;1978;4;20;PBB 78/17;Indian;South Africa;;;7.3km east of Skipskop;;;;;-345.499.992.371;204.832.992.554;;Best PB;;;urn:lsid:marinespecies.org:taxname:137114;Kogia simus;
130;;SAMC;ZM;HumanObservation;;SAMC-ZM-000523;"Skull; Total length 376cm; Found dead";;Best PB;;M;;;SAM-ZM040905;;1986-06-05T12:00:00Z;1986;6;5;PBB 86/23;Atlantic;South Africa;;;3km east of Brandfontein, Cape Agulhas;;;;;-347.832.984.924;198.833.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:137122;Mesoplodon densirostris;
131;;SAMC;ZM;HumanObservation;;SAMC-ZM-000916;"Skull and mandibles; Total length 1.86m; Animal stranded some time before collection already decomposed and dehydrated";;Best PB;;M;;;SAM-ZM038945;;1976-11-30T12:00:00Z;1976;11;30;PBB 76/24;Atlantic;South Africa;;;7.6km north of Melkbosstrand;;;;;-336.500.015.259;184.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
132;;SAMC;ZM;HumanObservation;;SAMC-ZM-000714;"Skeleton and skin; Came ashore, captured and sent to Tygerberg Zoo, where it died; Specimen retained in South African Museum Mammal collection, February 1976";;Best PB;;F;;;SAM-ZM035796;;1969-10-23T12:00:00Z;1969;10;23;;Atlantic;South Africa;;;Hout Bay;;;;;-340.499.992.371;183.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:231417;Hydrurga leptonyx;
133;;SAMC;ZM;HumanObservation;;SAMC-ZM-000111;"Skull; 5.93m long; Harpooned from whale catcher  Pieter Molenaar; 1 tooth taken for age determination, November 1976";;Best PB;;M;;;SAM-ZM036954;;1974-01-20T12:00:00Z;1974;1;20;74/3;Indian;;;;;;;;;-310.666.999.817;588.333.015.442;;Best PB;;;urn:lsid:marinespecies.org:taxname:137102;Orcinus orca;
134;;SAMC;ZM;HumanObservation;;SAMC-ZM-000379;"Skeleton and cast; 6' 6; Stranded alive 17/02/1965";;Best PB;;F;;;SAM-ZM035105;;;;;;65/1;Atlantic;South Africa;;;Miller's Point, near Simon's Town;;;;;-341.666.984.558;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
135;;SAMC;ZM;HumanObservation;;SAMC-ZM-000914;"Skull; 3.1m long";;Best PB;;M;;;SAM-ZM037753;;;;;;75/12;Atlantic;South Africa;;;North of Melkbosstrand;;;;;-337.167.015.076;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
136;;SAMC;ZM;HumanObservation;;SAMC-ZM-000935;"Skull; Total length 300cm; Stranded live pregnant";;Best PB;;F;;;SAM-ZM039945;;1982-08-31T12:00:00Z;1982;8;31;PBB 82/27;Atlantic;Nambia;;;Swakopmund;;;;;-226.667.003.632;14.516.699.791;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
137;;SAMC;ZM;HumanObservation;;SAMC-ZM-000788;"Skull and mandible; ~3 months old; cupboard No. 1";;;;M;;;SAM-ZM034686;;1948-01-29T12:00:00Z;1948;1;29;No. 2806;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
138;;SAMC;ZM;HumanObservation;;SAMC-ZM-000330;"Skull; Total length 226cm; Entangled in purse seine";;Best PB;;F;;;SAM-ZM040464;;1986-02-18T12:00:00Z;1986;2;18;PBB 86/13;Atlantic;South Africa;;;;;;;;-345.833.015.442;190.832.996.368;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
